tconst,titleType,primaryTitle,startYear,genres,averageRating,numVotes,weightedAverage
tt7502234,movie,Little Tickles,2018,Drama,7.1,799,5672.9
tt7502322,movie,Masquerade Hotel,2019,"Crime,Mystery",6.3,698,4397.4
tt7502460,tvSeries,Bride Killa,2018,Crime,7.2,24,172.8
tt7503708,movie,Anatolian Trip,2018,"Documentary,Music",7.6,52,395.2
tt7504214,movie,AA BB KK,2018,Drama,8.7,240,2088
tt7504496,movie,13 Graves,2019,"Horror,Mystery",4.9,484,2371.6
tt7504726,movie,The Call of the Wild,2020,"Adventure,Drama,Family",6.8,19623,133436.4
tt7505170,movie,Fragmentary,2019,"Crime,Horror,Thriller",5.1,24,122.4
tt7506768,movie,Young-blooded Vine,2019,Drama,3,7,21
tt7507268,movie,As Good as It Gets?,2018,Documentary,9.2,68,625.6
tt7507312,movie,Thanks for Vaselina,2019,Comedy,6.4,9,57.6
tt7507488,tvSeries,En får væra som en er,2019,Comedy,6.1,28,170.8
tt7508234,movie,The Deposit,2019,Drama,6.4,34,217.6
tt7508630,movie,Kee,2019,"Action,Thriller",5.1,554,2825.4
tt7508988,movie,"Ma'ohi Nui, in the Heart of the Ocean My Country Lies",2018,Documentary,7.7,7,53.9
tt7509020,movie,Arise,2018,"Comedy,Drama",6.3,334,2104.2
tt7510024,tvSeries,Native America,2018,"Documentary,History",7.1,66,468.6
tt7510038,movie,What Comes Around,2018,Documentary,7.7,33,254.1
tt7510220,movie,Iruttu Araiyil Murattu Kuthu,2018,Horror,4.2,693,2910.6
tt7510224,movie,Royal Shakespeare Company: Macbeth,2018,Drama,7.4,39,288.6
tt7510244,movie,RSC Live: Romeo and Juliet,2018,Drama,7.3,9,65.7
tt7510256,movie,Royal Shakespeare Company: The Merry Wives of Windsor,2018,Comedy,7.5,11,82.5
tt7510284,movie,Cat on a Hot Tin Roof,2018,Drama,7.7,172,1324.4
tt7510346,movie,The Turning,2020,"Drama,Horror,Mystery",3.8,5728,21766.4
tt7510798,movie,Maari 2,2018,"Action,Comedy",5.6,1861,10421.6
tt7510830,tvSeries,Squinters,2018,"Comedy,Drama,Romance",6.2,168,1041.6
tt7511008,movie,Paradise Beach,2019,"Action,Thriller",4.5,1502,6759
tt7511320,movie,Scheme Birds,2019,Documentary,7.3,107,781.1
tt7511340,movie,Sivandivan,2018,Documentary,7.8,16,124.8
tt7511368,movie,The Fight,2018,"Drama,Sport",5.5,145,797.5
tt7511972,movie,Versus,2019,"Drama,Thriller",4.2,76,319.2
tt7512170,movie,Cherry Boys,2018,Comedy,4.8,16,76.8
tt7512276,movie,The Dig,2018,Thriller,6.2,602,3732.4
tt7512492,movie,36 Husbands,2019,Comedy,8.9,81,720.9
tt7512526,movie,Modern American Artists,2018,"Comedy,Documentary,Music",7.6,10,76
tt7512582,movie,Detainee X,2018,Drama,7.6,15,114
tt7512624,movie,Oru Nalla Naal Paathu Solren,2018,Comedy,6.5,1484,9646
tt7512632,movie,The Mennonite of the Living Dead,2019,Horror,3.2,36,115.2
tt7512950,movie,Survivors,2018,Documentary,8,21,168
tt7513016,movie,Splinters,2018,Drama,5.7,20,114
tt7514148,movie,Ten: The Sacrifice,2019,Horror,1.8,13,23.4
tt7515456,movie,Mission of Honor,2018,"Action,Drama,War",5.9,3556,20980.4
tt7516426,movie,Cleft Lip,2018,Drama,6,10,60
tt7517054,movie,Una Mujer Sin Filtro,2018,Comedy,4.8,381,1828.8
tt7517232,movie,I Lost Albert,2018,Comedy,4.2,93,390.6
tt7518404,movie,Coda 77,2019,"Comedy,Drama,Mystery",6.4,9,57.6
tt7518732,movie,Freek,2019,"Comedy,Documentary,Music",6.6,33,217.8
tt7520068,movie,Kolej Havasi,2019,Documentary,8.9,123,1094.7
tt7520108,movie,We're Going the Same Way,2018,Documentary,5.8,6,34.8
tt7520178,tvSeries,West of Liberty,2019,"Drama,Thriller",6.2,189,1171.8
tt7520184,movie,Swamp Zombies 2,2018,"Action,Comedy,Horror",3.8,58,220.4
tt7520196,movie,Amalia,2018,"Horror,Romance,Sci-Fi",6.3,17,107.1
tt7520286,movie,Bisbee '17,2018,"Documentary,Western",6.6,502,3313.2
tt7520532,movie,Bez menya,2018,"Drama,Mystery,Thriller",5.5,228,1254
tt7520626,movie,To Know Him,2018,Drama,7.5,11,82.5
tt7520672,movie,Call for Dreams,2018,"Crime,Drama,Mystery",6.1,139,847.9
tt7520752,movie,Survivors of Malmedy: December 1944,2018,Documentary,7.5,11,82.5
tt7520766,movie,Red Rover,2018,"Comedy,Romance",6.3,14,88.2
tt7520794,tvSeries,Russian Doll,2019,"Adventure,Comedy,Drama",7.9,57904,457441.6
tt7520980,movie,Worth,2018,Sport,6.4,278,1779.2
tt7521000,movie,Word is Bond,2018,"Documentary,Music",6,87,522
tt7521214,movie,Scare Package,2019,"Comedy,Horror",6.4,66,422.4
tt7521358,movie,A Wake,2019,Drama,7.4,7,51.8
tt7521384,movie,100% Kadhal,2019,"Comedy,Drama,Romance",4.6,71,326.6
tt7521452,movie,Cosplay Universe,2018,"Animation,Documentary,Fantasy",8.1,7,56.7
tt7521504,movie,Sveriges farligaste man: Svartenbrandt,2018,Documentary,5.8,32,185.6
tt7521578,tvSeries,Citrus,2018,"Animation,Drama,Romance",6.1,918,5599.8
tt7521856,movie,Ten Years Thailand,2018,Drama,6.1,180,1098
tt7521858,movie,Ten Years Taiwan,2018,Drama,2.7,75,202.5
tt7521860,movie,Ten Years Japan,2018,Drama,4.8,93,446.4
tt7521990,movie,Golden Job,2018,"Action,Adventure",5.7,755,4303.5
tt7522778,movie,A Shelter Among the Clouds,2018,"Drama,Romance",6.7,100,670
tt7522782,movie,Malerba,2018,Drama,5.2,40,208
tt7523010,movie,Koode,2018,"Drama,Fantasy",7.6,1626,12357.6
tt7523172,movie,Uncle,2019,Drama,7.7,171,1316.7
tt7523180,movie,Before the Frost,2018,Drama,6.9,810,5589
tt7524352,movie,Living. Loving.,2018,Documentary,6.3,16,100.8
tt7524382,tvSeries,Stath Lets Flats,2018,Comedy,7.3,1048,7650.4
tt7524414,movie,Beats,2019,"Comedy,Crime,Drama",7.2,2090,15048
tt7524558,movie,A Mulher do Meu Marido,2019,"Comedy,Romance",5.5,18,99
tt7524624,movie,Bastaard,2019,Thriller,6.2,63,390.6
tt7524720,movie,D-Day at Pointe-du-Hoc,2019,Documentary,8.8,14,123.2
tt7524980,movie,Watchman,2018,"Comedy,Drama,Fantasy",4.7,24,112.8
tt7525514,movie,Bad Reputation,2018,"Biography,Documentary,Music",7.3,782,5708.6
tt7525778,movie,The Package,2018,"Comedy,Thriller",5.5,12554,69047
tt7525884,movie,The Bastard and the Beautiful World,2018,Drama,5.5,44,242
tt7525936,movie,Permanent Green Light,2018,Drama,5.5,133,731.5
tt7526164,movie,Meet Me After Sunset,2018,"Drama,Romance",8,52,416
tt7526286,tvSeries,Al Otro Lado del Muro,2018,Drama,7.5,42,315
tt7526492,movie,Rezo,2018,"Animation,Biography,Comedy",7.4,171,1265.4
tt7526498,tvSeries,Shakespeare & Hathaway: Private Investigators,2018,"Comedy,Drama,Mystery",7.5,1669,12517.5
tt7526836,movie,FryDay,2018,Comedy,5.3,703,3725.9
tt7526964,movie,Nine Month War,2019,Documentary,6.5,12,78
tt7527082,movie,Hamid,2018,Drama,7.8,757,5904.6
tt7527512,movie,aKasha,2018,"Comedy,Romance",7.1,44,312.4
tt7527526,movie,Skippers,2018,"Comedy,Sport",8.7,56,487.2
tt7527538,movie,Jefe,2018,Comedy,5.4,760,4104
tt7527564,movie,Inventing Tomorrow,2018,Documentary,6.4,164,1049.6
tt7527626,movie,The Weight of Water,2018,"Adventure,Documentary",8.1,18,145.8
tt7527694,movie,Pickpockets,2018,"Crime,Drama",5.3,874,4632.2
tt7527880,movie,Consequences,2019,Thriller,7.9,27,213.3
tt7527912,movie,Wasted Talent,2018,Documentary,7.4,656,4854.4
tt7528086,movie,Kri,2018,"Action,Drama",6.1,118,719.8
tt7529350,movie,Van Goghs,2018,Drama,6.4,263,1683.2
tt7529360,movie,Mandao of the Dead,2018,"Comedy,Horror,Sci-Fi",5.5,89,489.5
tt7529650,movie,Call Boy,2018,"Drama,Romance",6.2,344,2132.8
tt7529770,tvSeries,Miracle Workers,2019,"Comedy,Drama,Fantasy",7,7333,51331
tt7530358,movie,Calendar,2018,Drama,8.1,15,121.5
tt7530450,movie,The Russian Job,2018,Documentary,6.5,81,526.5
tt7530862,movie,LuvUTurn,2019,Romance,7.6,5,38
tt7530986,movie,Lady J,2018,"Drama,Romance",6.9,1982,13675.8
tt7531096,movie,StarDog and TurboCat,2019,"Animation,Comedy,Family",7.3,792,5781.6
tt7531118,movie,Last Male Standing,2019,Documentary,7.1,46,326.6
tt7531138,movie,Only You,2018,"Drama,Romance",6.7,1401,9386.7
tt7531860,movie,Ajvar,2019,Drama,7,675,4725
tt7531888,movie,Cosmic Candy,2019,"Comedy,Drama,Fantasy",5.8,104,603.2
tt7531990,movie,Görevimiz Tatil,2018,Comedy,4.8,1428,6854.4
tt7532392,movie,Birds of a Feather 2,2018,Drama,3.7,46,170.2
tt7533152,movie,The Boy Who Harnessed the Wind,2019,Drama,7.6,20721,157479.6
tt7533160,movie,Beware the Children,2018,Horror,7.5,22,165
tt7533178,movie,Field of Valor: Air Activities of Texas,2019,Documentary,7.8,5,39
tt7533422,movie,Tamara Vol. 2,2018,"Comedy,Romance",5.4,147,793.8
tt7533756,movie,Louis & Luca - Mission to the Moon,2018,"Animation,Family",6.6,396,2613.6
tt7533836,tvSeries,One Night,2018,"Comedy,Drama,Romance",7.9,408,3223.2
tt7533956,movie,The Full House,2018,Comedy,5.3,704,3731.2
tt7534044,movie,Nomades,2019,Drama,5.8,5,29
tt7534054,movie,Sorry Angel,2018,"Drama,Romance",6.8,2494,16959.2
tt7534068,movie,The Trouble with You,2018,"Comedy,Crime,Drama",6.3,2367,14912.1
tt7534096,movie,Angel Face,2018,Drama,6,780,4680
tt7534102,movie,The Swallows of Kabul,2019,"Animation,Drama,War",7.3,1041,7599.3
tt7534118,movie,Head Above Water,2018,Drama,6.8,59,401.2
tt7534150,movie,Our Happy Holiday,2018,Comedy,6,759,4554
tt7534306,movie,Jenseits des Spiegels,2018,"Drama,Horror,Mystery",5.4,41,221.4
tt7534314,movie,Niet Schieten,2018,Drama,7.7,1081,8323.7
tt7534342,movie,Trote,2018,Drama,5.2,64,332.8
tt7534720,tvSeries,The Pilgrimage: Road to Santiago,2018,Documentary,7.4,30,222
tt7535288,movie,Nothing Like Thanksgiving,2018,Comedy,5.9,8,47.2
tt7535290,movie,A Predator's Obsession,2020,Thriller,5.5,87,478.5
tt7535458,tvSeries,New Eden,2020,Comedy,6.8,71,482.8
tt7535666,movie,Retrocausality,2019,"Drama,Romance",8.9,914,8134.6
tt7535794,movie,Ryuichi Sakamoto: async Live at the Park Avenue Armory,2018,"Documentary,Music",7.3,75,547.5
tt7536078,movie,Ruminations,2018,"Comedy,Documentary",7.6,9,68.4
tt7536924,movie,Thittam Poattu Thirudura Kootam,2019,"Action,Comedy,Crime",4.9,37,181.3
tt7537738,movie,Mamangam,2019,"Action,Drama,History",6.6,2160,14256
tt7537860,movie,Johnny,2018,"Action,Drama",5.3,72,381.6
tt7537960,movie,Dear Son,2018,Drama,6.5,220,1430
tt7538492,movie,The Bees and the Birds,2018,Documentary,6.3,7,44.1
tt7538958,movie,Animal,2018,"Drama,Thriller",6.2,1100,6820
tt7539088,movie,From Iceland to Eden,2019,"Crime,Drama",7.7,18,138.6
tt7539608,tvSeries,Trolls: The Beat Goes On!,2018,"Adventure,Animation,Comedy",5.7,603,3437.1
tt7540408,tvSeries,Spangas on Summer Vacation,2018,Drama,8.2,12,98.4
tt7540502,movie,The Blessing,2018,Documentary,7.6,5,38
tt7540990,movie,The River,2018,Drama,6.9,43,296.7
tt7541106,movie,1BR,2019,"Drama,Horror,Thriller",5.8,1202,6971.6
tt7541970,movie,From Shock to Awe,2019,"Documentary,War",8.6,28,240.8
tt7542576,movie,All About Nina,2018,"Comedy,Drama,Romance",6,1703,10218
tt7542928,movie,The Unicorn,2018,"Documentary,Music",7.6,22,167.2
tt7542962,movie,Miga Miga Avasaram,2019,Drama,7.2,103,741.6
tt7543072,movie,Love Shot,2018,"Comedy,Crime,Romance",5.9,529,3121.1
tt7543138,movie,Exploitation,2018,Comedy,4.9,14,68.6
tt7543538,movie,The Rodriguez and the Beyond,2019,"Adventure,Comedy,Family",4.6,237,1090.2
tt7543784,movie,All the Gods in the Sky,2018,"Drama,Horror,Sci-Fi",6,347,2082
tt7543794,movie,On the Road in France,2018,Documentary,2.9,15,43.5
tt7543888,movie,Interrail,2018,Comedy,5.3,56,296.8
tt7543908,movie,Killbird,2019,Thriller,8,30,240
tt7543914,movie,Father and Sons,2018,"Comedy,Drama",5.8,341,1977.8
tt7543916,movie,Filters,2018,Documentary,6.5,6,39
tt7543918,movie,August at Akiko's,2018,Drama,6.5,62,403
tt7543930,movie,In Safe Hands,2018,Drama,7.2,1296,9331.2
tt7544954,movie,Always & 4Ever,2018,Thriller,7.5,36,270
tt7545044,movie,Yesterday went with Yesterday,2019,Drama,8.4,28,235.2
tt7545052,movie,Before the Plate,2018,Documentary,9.3,38,353.4
tt7545216,movie,The Barge People,2018,Horror,6,53,318
tt7545266,movie,Like a Boss,2020,Comedy,4.4,5546,24402.4
tt7545524,movie,Ben Is Back,2018,Drama,6.7,16145,108171.5
tt7545566,movie,Skate Kitchen,2018,Drama,6.8,2944,20019.2
tt7546158,movie,"My Brother, My Love",2018,"Drama,Mystery",5.4,27,145.8
tt7546190,movie,The God Who Speaks,2018,"Documentary,History",7.5,20,150
tt7546362,tvSeries,The First Wives Club,2019,Comedy,7.2,177,1274.4
tt7546486,movie,Kayhan,2018,Comedy,2.1,2464,5174.4
tt7546996,movie,Roxana,2018,"Animation,Crime,Drama",7.8,16,124.8
tt7547158,movie,Ghost Squad,2018,"Action,Horror",6.1,252,1537.2
tt7547410,movie,Dora and the Lost City of Gold,2019,"Adventure,Comedy,Family",6,18090,108540
tt7547800,movie,As I Fall,2018,Drama,6.6,115,759
tt7548328,movie,Red Land (Rosso Istria),2018,"Drama,History",5.6,182,1019.2
tt7548378,movie,Kaly,2018,Drama,5.9,75,442.5
tt7548570,movie,Swathanthryam Ardharathriyil,2018,"Action,Crime,Thriller",7.4,1103,8162.2
tt7548732,movie,The Evil Down the Street,2019,"Drama,Horror,Mystery",5,1225,6125
tt7549168,movie,Billa Pandi,2018,Drama,4.2,151,634.2
tt7549618,movie,Bernie The Dolphin,2018,"Adventure,Comedy,Family",5,352,1760
tt7549644,movie,Maniac Farmer,2018,"Comedy,Horror,Thriller",3.7,67,247.9
tt7549776,movie,Tod@s Caen,2019,Comedy,4.9,406,1989.4
tt7549782,movie,The Beaumonts,2018,"Comedy,Horror,Thriller",6.2,99,613.8
tt7549788,movie,Until Then,2018,Drama,8.7,9,78.3
tt7549996,movie,Judy,2019,"Biography,Drama,Romance",6.9,30089,207614.1
tt7550952,movie,Hürkus,2018,"Biography,History,War",5.8,978,5672.4
tt7551216,tvSeries,White Dragon,2018,"Crime,Drama,Thriller",6.3,1964,12373.2
tt7551292,movie,Carl Laemmle: Ein Leben wie im Kino,2018,Documentary,6.7,16,107.2
tt7551796,movie,Let's Have an Adventure,2019,"Adventure,Comedy,Drama",6.3,22,138.6
tt7551962,movie,Infernum,2019,Horror,5.3,71,376.3
tt7552686,movie,Who You Think I Am,2019,"Drama,Romance",6.8,2948,20046.4
tt7552784,movie,The Birdcatcher's Son,2019,Drama,7.2,96,691.2
tt7552790,movie,A Girl from Mogadishu,2019,Drama,5.3,15,79.5
tt7552850,movie,Pobres Millonarios,2018,Comedy,6.6,27,178.2
tt7553766,movie,Trauma is a Time Machine,2018,Drama,2.7,158,426.6
tt7554052,tvSeries,Undercover High,2018,Reality-TV,6.9,65,448.5
tt7554632,movie,Girls Guns and Blood,2019,"Action,Comedy",2.9,142,411.8
tt7555072,movie,Top End Wedding,2019,"Comedy,Romance",6.2,977,6057.4
tt7555294,tvSeries,L.A.'s Finest,2019,"Action,Comedy,Crime",5.7,2293,13070.1
tt7555400,tvSeries,Sipoon Herttua: Duke of Sipoo,2018,Comedy,7.7,70,539
tt7555552,movie,Kobieta sukcesu,2018,"Comedy,Romance",4.5,234,1053
tt7555774,movie,At War,2018,Drama,6.9,1287,8880.3
tt7557024,movie,Aravindante Athidhikal,2018,"Comedy,Drama",7,894,6258
tt7557108,movie,Saint Maud,2019,"Drama,Horror,Mystery",6.8,401,2726.8
tt7557258,movie,Open Door,2019,Drama,6,29,174
tt7557526,movie,Leave the Bus Through the Broken Window,2019,Documentary,6.1,55,335.5
tt7558166,movie,Trickster,2018,"Horror,Thriller",3.6,141,507.6
tt7558302,movie,Lying and Stealing,2019,"Crime,Drama",5.3,3222,17076.6
tt7558548,movie,Route 80,2018,Drama,4.6,111,510.6
tt7558572,movie,Bhagshesh: The Remainder,2018,"Drama,Family",6.8,20,136
tt7558696,movie,Camino sin Límites,2019,Documentary,7.2,54,388.8
tt7558708,tvSeries,The Gymkhana Files,2018,"Documentary,History,Short",8,304,2432
tt7558858,movie,The Lower Plateau,2018,"Comedy,Drama",7.7,9,69.3
tt7558912,movie,Love Disease,2018,"Crime,Drama",6,26,156
tt7559220,tvSeries,La Derape,2018,Drama,7.5,19,142.5
tt7559438,tvSeries,Dead Pixels,2019,"Comedy,Fantasy",7.3,770,5621
tt7559816,movie,Pink Feathers,2018,Documentary,8.1,11,89.1
tt7560028,movie,Deodato Holocaust,2019,Documentary,6.2,24,148.8
tt7561364,movie,Bittersweet Symphony,2019,Drama,3.6,105,378
tt7561788,tvSeries,It's My Anxiety,2018,Comedy,8.3,10,83
tt7561860,movie,Kannadakkagi Ondannu Otti,2018,Thriller,7.8,93,725.4
tt7562112,tvSeries,Pose,2018,Drama,8.6,14789,127185.4
tt7562334,movie,Lady Driver,2020,Sport,7.3,76,554.8
tt7562818,tvSeries,Teorias da Conspiração,2019,"Crime,Drama",7.8,18,140.4
tt7562932,movie,Clara's Ghost,2018,"Comedy,Drama,Family",4.3,242,1040.6
tt7563270,tvSeries,Sweetbitter,2018,Drama,7,2945,20615
tt7563496,movie,Pinkerton ni aini iku,2018,Comedy,1.3,56,72.8
tt7563696,movie,Wheels,2018,Drama,8.4,9,75.6
tt7563942,movie,We Are So Cool,2018,"Comedy,Drama",3.3,55,181.5
tt7563968,movie,The Scrooge Mystery,2018,Documentary,8.4,38,319.2
tt7564016,movie,Chase,2018,"Crime,Mystery,Thriller",8,69,552
tt7564130,tvSeries,Excursões Air Lino,2018,Comedy,7.7,25,192.5
tt7566518,movie,Vision,2018,Drama,5.3,527,2793.1
tt7568324,movie,Sacrificial,2018,Horror,3.6,23,82.8
tt7568856,movie,Baban,2018,Action,7.6,208,1580.8
tt7569226,movie,Mass Hysteria,2019,"Comedy,Horror",5.6,7,39.2
tt7569386,movie,Kuppathu Raja,2019,"Comedy,Drama",4.9,102,499.8
tt7569402,movie,"Dreams, Washed Out",2018,"Drama,Mystery,Romance",8.3,14,116.2
tt7569592,tvSeries,Chilling Adventures of Sabrina,2018,"Drama,Fantasy,Horror",7.6,65383,496910.8
tt7569660,movie,Don't Be a Dick About It,2018,Comedy,7.2,96,691.2
tt7569812,movie,Soojidaara,2018,"Drama,Mystery,Thriller",8,27,216
tt7570134,movie,Annette,2018,"Comedy,Romance,Sci-Fi",8.2,29,237.8
tt7570568,movie,Please,2018,Documentary,2.5,11,27.5
tt7570872,movie,Línea 137,2020,Documentary,8.4,5,42
tt7571208,movie,Harvey,2018,Drama,5.8,5,29
tt7571726,movie,Drive Me Home,2018,Drama,5.9,99,584.1
tt7571992,movie,Nyitva,2018,"Comedy,Drama,Romance",6.5,1044,6786
tt7572868,tvSeries,The Name of the Rose,2019,"Drama,Mystery,Thriller",6.9,2599,17933.1
tt7572950,tvSeries,In Contempt,2018,Drama,6.2,358,2219.6
tt7573324,movie,They Call Us Warriors,2018,"Documentary,Drama,Sport",8.4,19,159.6
tt7573790,movie,Wszystko z nami w porzadku,2018,Documentary,7,19,133
tt7573810,movie,Dark Eden,2018,Documentary,7.4,38,281.2
tt7573844,movie,Into the Okavango,2018,Documentary,7.7,225,1732.5
tt7574076,tvSeries,RN: Real Nurses,2018,Drama,6,11,66
tt7574106,movie,Fabiana,2018,Documentary,7.2,28,201.6
tt7574126,movie,Carmine Street Guitars,2018,"Documentary,Music",7,244,1708
tt7574140,movie,Krzyzoki,2018,Documentary,6.4,7,44.8
tt7574376,movie,Star Stuff,2019,Documentary,7,7,49
tt7575000,movie,Greed: Heavy Is The Hand,2018,Action,3,41,123
tt7575400,movie,Zombie World 2,2018,"Comedy,Horror",2.9,85,246.5
tt7575410,movie,Zoo Wars,2018,"Animation,Comedy,Sci-Fi",4.5,98,441
tt7575440,movie,Mylove Lost,2018,Comedy,5.2,423,2199.6
tt7575480,movie,Penguin Rescue,2018,Animation,4.6,17,78.2
tt7575534,movie,ImaginationLand,2018,Animation,7.7,65,500.5
tt7575550,movie,Bee Team,2018,"Animation,Family",5.4,30,162
tt7575582,movie,Easter Bunny Adventure 2,2018,Animation,4.9,7,34.3
tt7575642,movie,Sea Monsters 2,2018,Animation,3.7,30,111
tt7575660,movie,Fishtales,2018,Animation,5.4,21,113.4
tt7575702,movie,Monsterland 2,2019,Horror,4.4,90,396
tt7575778,movie,Every Day a Good Day,2018,Drama,7.1,439,3116.9
tt7575902,movie,Un Regalo Esencial,2018,"Comedy,Drama,Musical",7.6,30,228
tt7576426,movie,My Mother Is Crazy,2018,Comedy,5,89,445
tt7576678,movie,The End of Fear,2018,Documentary,7.1,68,482.8
tt7577142,movie,The Bikes of Wrath,2019,Documentary,7.6,15,114
tt7577944,tvSeries,Kameleon de serie,2018,"Adventure,Drama,Family",7.9,8,63.2
tt7578566,movie,Scooby-Doo & Batman: The Brave and the Bold,2018,"Action,Animation,Comedy",6.6,1384,9134.4
tt7578858,movie,Village of Swimming Cows,2018,"Comedy,Documentary",6.9,19,131.1
tt7579446,movie,Tuscaloosa,2019,Drama,5.1,131,668.1
tt7579694,movie,Better Angels,2018,Documentary,6,15,90
tt7579772,movie,Fuck my Friends,2018,Drama,7,11,77
tt7579962,movie,I Wrote This for You,2018,"Comedy,Drama,Fantasy",8,26,208
tt7580076,movie,Cheerleader Chainsaw Chicks,2018,Comedy,2.1,33,69.3
tt7580598,movie,F20,2018,"Action,Romance,Thriller",5.2,570,2964
tt7580994,movie,Ye Mantram Vesave,2018,Drama,4,143,572
tt7581080,movie,Put lidera. V epitsentre mira,2018,"Biography,Drama",3.9,7,27.3
tt7581116,movie,Dve nevesty a jedna svatba,2018,"Comedy,Romance",4.8,75,360
tt7581552,movie,Unda,2019,"Action,Comedy,Thriller",8,2732,21856
tt7581572,movie,Sudani from Nigeria,2018,"Comedy,Sport",8.2,2705,22181
tt7581902,movie,Sonu Ke Titu Ki Sweety,2018,"Comedy,Romance",7.1,18287,129837.7
tt7582108,movie,Rutabaga,2018,Fantasy,4.7,12,56.4
tt7582778,movie,Les scènes fortuites,2018,Comedy,6.4,85,544
tt7582962,movie,Parole,2018,Drama,5.3,639,3386.7
tt7582978,movie,Savaari,2018,Drama,8.6,7,60.2
tt7583042,movie,Clownsploitation,2018,Horror,4.2,56,235.2
tt7583274,movie,Kill Ben Lyk,2018,"Comedy,Mystery,Thriller",4.8,249,1195.2
tt7583460,movie,Mare,2020,Drama,6.2,30,186
tt7583568,movie,Black Mexicans,2018,Drama,6.7,111,743.7
tt7583794,movie,Her. Him. The Other,2018,Drama,6.9,14,96.6
tt7584414,movie,King of Kings,2019,Action,5.4,5,27
tt7584456,movie,The Incredible 25th Year of Mitzi Bearclaw,2019,Comedy,6.4,11,70.4
tt7584540,movie,The Format,2020,"Comedy,Horror",8.8,36,316.8
tt7584702,movie,Awake,2019,"Action,Crime,Thriller",5,2106,10530
tt7585270,movie,Theevandi,2018,Comedy,6.6,1138,7510.8
tt7585540,movie,Kuttanadan Marpappa,2018,"Comedy,Drama",5.2,327,1700.4
tt7586086,tvSeries,Beyond Your Backyard,2018,Biography,7.2,8,57.6
tt7586304,movie,Lucania,2019,Drama,5.6,53,296.8
tt7586628,movie,Bruno,2019,Drama,6.6,12,79.2
tt7586752,movie,Tower of Song: A Memorial Tribute to Leonard Cohen,2018,"Documentary,Music",8.1,54,437.4
tt7587136,tvSeries,What the Future Holds,2018,"Drama,Thriller",7.7,545,4196.5
tt7587232,movie,Dollhouse: The Eradication of Female Subjectivity from American Popular Culture,2018,"Animation,Comedy,Music",5.5,31,170.5
tt7587282,movie,Port Authority,2019,Drama,6.5,307,1995.5
tt7587356,movie,Un Papá Pirata,2019,"Comedy,Drama",4.8,85,408
tt7587362,tvSeries,Four Weddings and a Funeral,2019,"Comedy,Romance",7.1,3194,22677.4
tt7587550,movie,Verte Partir,2018,Drama,7.5,11,82.5
tt7587876,movie,Hope Gap,2019,"Drama,Romance",6.3,393,2475.9
tt7587890,tvSeries,The Rookie,2018,"Comedy,Crime,Drama",8,15878,127024
tt7587984,movie,The Knight of Shadows: Between Yin and Yang,2019,"Action,Adventure,Family",4.9,973,4767.7
tt7588054,tvSeries,"Roswell, New Mexico",2019,"Drama,Romance,Sci-Fi",6.1,7606,46396.6
tt7588904,movie,Nocturnal,2018,Thriller,6.8,8,54.4
tt7588966,movie,Escaping Fed,2019,"Crime,Documentary",6.6,5,33
tt7589524,movie,Aniara,2018,"Drama,Sci-Fi",6.2,4410,27342
tt7589670,movie,Chalo,2018,"Action,Comedy,Family",6.4,767,4908.8
tt7590074,movie,Mrs Lowry & Son,2019,"Biography,Drama,History",6.6,1024,6758.4
tt7590334,movie,Made in Malta,2019,Romance,3.5,108,378
tt7591430,movie,Summer Survivors,2018,Drama,7.9,890,7031
tt7591528,movie,Malice: Origin,2018,Mystery,5,12,60
tt7591780,movie,La séparation des traces,2018,Documentary,6.9,7,48.3
tt7592728,tvSeries,Atrapada,2018,"Action,Crime,Drama",7.2,17,122.4
tt7592742,tvSeries,Five Points,2018,Drama,6.8,113,768.4
tt7592758,movie,Parchi,2018,"Action,Comedy,Crime",5.6,413,2312.8
tt7593636,movie,Anomalie,2018,Documentary,7.7,6,46.2
tt7594134,movie,Hurley,2019,Documentary,7,29,203
tt7594314,tvSeries,Auditions,2018,Comedy,7,6,42
tt7594378,movie,Kalyanam,2018,"Comedy,Romance",5.6,314,1758.4
tt7594568,movie,Your Mother Should Know,2018,"Comedy,Drama,Family",6,371,2226
tt7594584,movie,Maria,2019,"Action,Drama,Thriller",5,1485,7425
tt7595276,movie,Survival Box,2019,Thriller,3,576,1728
tt7596220,movie,Auggie,2019,"Drama,Sci-Fi",5.2,374,1944.8
tt7596520,movie,Underdog,2019,"Drama,Sport",5.9,21,123.9
tt7596680,movie,Run This Town,2019,Drama,4.4,237,1042.8
tt7596874,movie,Compulsion,2018,Thriller,5.7,10,57
tt7597486,movie,Norske byggeklosser,2018,Comedy,5.8,757,4390.6
tt7597852,movie,Blind Fear,2018,Thriller,5.8,6,34.8
tt7598076,movie,Curiosa,2019,"Drama,History",5.4,934,5043.6
tt7598224,movie,Alice: The Darkest Hour,2018,"Mystery,Thriller",3.9,53,206.7
tt7598276,movie,Phantom,2018,"Crime,Horror,Thriller",8,39,312
tt7598448,tvSeries,The Little Drummer Girl,2018,"Drama,Thriller",7.4,8197,60657.8
tt7598892,movie,Sukita,2018,Documentary,6.1,7,42.7
tt7599936,tvSeries,Wyatt Cenac's Problem Areas,2018,"Comedy,Documentary",6.3,365,2299.5
tt7599942,tvSeries,Whiskey Cavalier,2019,"Action,Adventure,Comedy",7.1,7679,54520.9
