tconst,titleType,primaryTitle,startYear,genres,averageRating,numVotes,weightedAverage
tt0374682,movie,"Gombrowicz, l'Argentine et moi",2019,Documentary,7,5,35
tt0380870,tvSeries,Comedy Circus,2018,Comedy,7.9,36,284.4
tt0385887,movie,Motherless Brooklyn,2019,"Crime,Drama,Mystery",6.8,28639,194745.2
tt0427543,movie,A Million Little Pieces,2018,Drama,6.2,1140,7068
tt0429350,tvSeries,Entertainment Tonight/Weekend Edition/International,2019,News,6.7,6,40.2
tt0432010,movie,The Queen of Sheba Meets the Atom Man,2018,Comedy,7.1,49,347.9
tt0437086,movie,Alita: Battle Angel,2019,"Action,Adventure,Sci-Fi",7.3,205073,1497032.9
tt0441881,movie,Danger Close,2019,"Action,Drama,War",6.9,6547,45174.3
tt0448115,movie,Shazam!,2019,"Action,Adventure,Comedy",7.1,228895,1625154.5
tt0476791,movie,Anywhere Anytime,2020,"Drama,Romance,Thriller",7.6,18,136.8
tt0489974,tvSeries,Carnival Row,2019,"Crime,Drama,Fantasy",7.9,37916,299536.4
tt0783640,movie,The Last Full Measure,2019,"Drama,War",6.6,3576,23601.6
tt0800325,movie,The Dirt,2019,"Biography,Comedy,Drama",7,35148,246036
tt0810836,movie,Dirt Music,2019,"Crime,Drama,Romance",7.1,35,248.5
tt0825334,movie,Caravaggio and My Mother the Pope,2018,"Comedy,Drama",8.5,58,493
tt0837563,movie,Pet Sematary,2019,"Horror,Mystery,Thriller",5.7,72864,415324.8
tt0846775,movie,Cine Manifest,2019,Documentary,7.2,12,86.4
tt0850247,movie,Amsteroid,2018,Sci-Fi,5.8,14,81.2
tt0858419,movie,Bolden,2019,Drama,5.6,373,2088.8
tt0859635,movie,Super Troopers 2,2018,"Comedy,Crime,Mystery",6.1,22673,138305.3
tt0862930,movie,Dukun,2018,"Horror,Thriller",6.8,369,2509.2
tt0926132,movie,Road to Red,2020,"Action,Adventure,Horror",4.5,443,1993.5
tt0972544,movie,Back Roads,2018,"Crime,Drama,Thriller",6.7,3209,21500.3
tt0983946,movie,Fantasy Island,2020,"Adventure,Fantasy,Horror",4.8,16852,80889.6
tt10002654,movie,Pattabhiraman,2019,Drama,7.1,724,5140.4
tt10003978,movie,Fiddler: A Miracle of Miracles,2019,Documentary,7,221,1547
tt10004088,tvSeries,The Rank Room,2019,Reality-TV,6.8,13,88.4
tt10004396,movie,When I Became a Butterfly,2018,"Drama,Thriller",6.4,9,57.6
tt10004466,tvSeries,Beirut City,2018,Comedy,7.7,16,123.2
tt10004944,movie,Aporia,2019,"Action,Adventure,Horror",7.7,51,392.7
tt10005184,movie,Lysis,2018,Adventure,7.9,20,158
tt10005454,tvSeries,Emergency Interrogation Room,2019,Drama,6.7,7,46.9
tt10005906,tvSeries,Dry Shores,2019,Sci-Fi,6.6,13,85.8
tt10005938,tvSeries,Thanks a Million,2020,Short,8,21,168
tt10006004,tvSeries,Miriam's Dead Good Adventure,2019,Documentary,8.3,11,91.3
tt10006006,movie,A Christmas Prince: The Royal Baby,2019,"Family,Romance",5.3,3617,19170.1
tt10006122,movie,Debout,2019,Documentary,5.9,17,100.3
tt10006160,movie,Kala azar,2020,Drama,6.6,12,79.2
tt10006270,movie,Hunting Season,2019,Comedy,5.2,286,1487.2
tt10006274,movie,Feeling of revulsion,2018,Documentary,8.3,7,58.1
tt10006504,tvSeries,Ek Bhram - Sarvagun Sampanna,2019,Drama,7.1,32,227.2
tt10007268,movie,Mesto!,2018,Drama,4.2,5,21
tt10007310,tvSeries,If Time Flows Back,2020,Drama,4.8,5,24
tt10007820,movie,On the Trail of Bigfoot,2019,Documentary,6.3,68,428.4
tt10007978,movie,Terror in the Skies,2019,Documentary,5.8,64,371.2
tt10008784,movie,Bull,2019,Drama,7,1492,10444
tt10009030,movie,Snatchers,2019,"Comedy,Horror,Sci-Fi",5.6,1651,9245.6
tt10009098,movie,Willie,2019,"Documentary,Sport",7,9,63
tt10009434,movie,Family Obligations,2019,"Comedy,Drama",4.9,236,1156.4
tt10009602,movie,Meu Nome é Daniel,2018,Documentary,7.1,13,92.3
tt10009978,movie,Bigger Like Me (Extended Director's Cut),2019,Documentary,6,7,42
tt10010368,movie,The Australian Dream,2019,"Documentary,Drama,Sport",7.3,505,3686.5
tt10010542,tvSeries,Quimbo's Quest,2019,"Adventure,Animation,Comedy",7,6,42
tt10011102,movie,The Sholay Girl,2019,"Action,Biography,Drama",7.7,81,623.7
tt10011226,movie,17 Blocks,2019,Documentary,7.9,37,292.3
tt10011232,movie,Leftover Women,2019,"Documentary,Drama,Romance",7.2,204,1468.8
tt10011252,movie,Watson,2019,Documentary,8.1,62,502.2
tt10011264,movie,A Woman's Work: The NFL's Cheerleader Problem,2019,"Documentary,Music,Sport",6.7,6,40.2
tt10011270,movie,The Dominican Dream,2019,"Biography,Documentary,Sport",7.7,40,308
tt10011284,movie,Lil' Buck: Real Swan,2019,Documentary,7.5,8,60
tt10011296,movie,Nomad: In the Footsteps of Bruce Chatwin,2019,"Biography,Documentary",7,236,1652
tt10011312,movie,All I Can Say,2019,"Documentary,Music",9.2,10,92
tt10011320,movie,Changing the Game,2019,"Documentary,Drama,Sport",7.8,38,296.4
tt10011336,movie,Lucky Grandma,2019,"Comedy,Drama",7,163,1141
tt10011342,movie,The Rest,2019,Documentary,7.2,38,273.6
tt10011362,movie,"Red, White & Wasted",2019,Documentary,8.7,9,78.3
tt10011402,movie,Martha: A Picture Story,2019,"Biography,Documentary",8.4,50,420
tt10011412,movie,You Don't Nomi,2019,Documentary,7,60,420
tt10011448,movie,Linda Ronstadt: The Sound of My Voice,2019,"Biography,Documentary,Music",8,1237,9896
tt10011500,movie,Slay the Dragon,2019,Documentary,6.5,69,448.5
tt10011508,movie,Trixie Mattel: Moving Parts,2019,Documentary,7.3,876,6394.8
tt10011534,movie,Pohon Terkenal,2019,Drama,7.8,20,156
tt10011682,movie,Assholes: A Theory,2019,Documentary,6.4,90,576
tt10011772,movie,Balloons over Babylon,2019,Documentary,6.3,18,113.4
tt10012964,movie,Iris: A Space Opera by Justice,2019,Music,8,232,1856
tt10013072,movie,Out and About Movie 2: Las Vegas Adventure,2019,"Comedy,Documentary",8,134,1072
tt10014100,movie,RC Propbusters: Untold,2019,Documentary,6.4,5,32
tt10014504,tvSeries,Beauty and the Geek - Croatia,2019,Reality-TV,7.5,6,45
tt10014624,tvSeries,Throttle Out,2018,"Documentary,Sport",8,10,80
tt10014838,movie,The Forgotten,2019,Drama,7.7,13,100.1
tt10015222,movie,Yaz Kis Demeden,2019,Documentary,7,7,49
tt10015234,movie,Tanri göçmen çocuklari sever mi anne?,2019,Documentary,7.3,9,65.7
tt10015248,movie,Kader Postasi,2019,"Drama,Romance",5.5,13,71.5
tt10015318,tvSeries,Doña Flor y sus dos maridos,2019,"Comedy,Romance",7.1,9,63.9
tt10015418,movie,Five Million Dollar Life,2019,Mystery,6.7,31,207.7
tt10015432,movie,Forest of the Dead Sharks,2019,"Action,Comedy,Horror",7.6,134,1018.4
tt10015696,tvSeries,Stuck,2019,Comedy,5.5,12,66
tt10015794,tvSeries,When the Devil Calls Your Name,2019,"Drama,Fantasy,Music",7.6,76,577.6
tt10015812,movie,Death Whisper,2019,Horror,6.4,133,851.2
tt10016388,movie,Bastan basa,2019,Documentary,7.4,12,88.8
tt10016436,movie,Köpek filmi,2019,Documentary,7.1,29,205.9
tt10016502,movie,Back from 2038,2019,"Comedy,Fantasy",5.8,9,52.2
tt10016532,movie,Ispade Rajavum Idhaya Raniyum,2019,"Drama,Romance",6.5,345,2242.5
tt10016646,tvSeries,Astey Ladies,2019,Thriller,6.9,47,324.3
tt10016814,tvSeries,Unidentified: Inside America's UFO Investigation,2019,"Documentary,History,Sci-Fi",7.6,363,2758.8
tt10017454,movie,The Purple Mist,2019,Drama,6.6,82,541.2
tt10017566,movie,Bikers Kental 2,2019,Comedy,7,91,637
tt10017680,movie,P Storm,2019,"Action,Crime",5.8,458,2656.4
tt10017956,movie,Gone Kesh,2019,"Comedy,Drama",7.1,1155,8200.5
tt10018324,movie,Nuit,2019,Documentary,6.5,6,39
tt10018386,movie,When the Persimmons Grew,2019,Documentary,7,21,147
tt10018730,tvSeries,Prisioneira,2019,Drama,4.9,19,93.1
tt10019402,movie,Finals,2019,"Drama,Sport",7.8,91,709.8
tt10020682,movie,Chicago I'm Home,2019,Comedy,7.1,14,99.4
tt10021622,movie,16 Bars,2018,Documentary,7.7,18,138.6
tt10021804,movie,Don't Work (1968 - 2018),2018,Documentary,6.3,10,63
tt10021858,tvSeries,Sherwood,2019,Animation,5.9,152,896.8
tt10022158,movie,Worlds of Ursula K. Le Guin,2018,Documentary,7.6,133,1010.8
tt10022234,tvSeries,Dead End,2019,"Animation,Comedy,Sci-Fi",7.7,10,77
tt10022384,movie,The Protector,2019,"Comedy,Romance",5.4,282,1522.8
tt10022848,tvSeries,Sudu Andagena Kalu Avidin,2019,Drama,9.3,161,1497.3
tt10022916,tvSeries,Midnight Occult Civil Servants,2019,"Animation,Fantasy,Mystery",6.6,114,752.4
tt10022990,movie,Seeru,2020,"Action,Drama",5.4,192,1036.8
tt10023024,movie,Love Aaj Kal,2020,"Drama,Romance",5.3,5030,26659
tt10023080,movie,Nedunalvaadai,2019,Drama,7.4,148,1095.2
tt10023174,tvSeries,Live Rescue,2019,Reality-TV,5.9,98,578.2
tt10023178,tvSeries,A Little Late with Lilly Singh,2019,"Comedy,Talk-Show",1.8,4285,7713
tt10023306,tvSeries,Card Sharks,2019,"Comedy,Game-Show",5.7,78,444.6
tt10023812,movie,67 49 32 Kuzey,2019,Documentary,9.1,7,63.7
tt10024044,movie,Hiwwe wie Driwwe - Pfälzisch in Amerika,2019,Documentary,8.4,8,67.2
tt10024716,movie,Aghavan,2019,Family,6.8,26,176.8
tt10025196,movie,Dracula,2019,Drama,3.3,7,23.1
tt10025392,tvSeries,Juegos de Poder,2019,Drama,8.1,25,202.5
tt10026108,movie,Felix in Wonderland,2019,"Documentary,Music,Musical",7.8,12,93.6
tt10026172,movie,Between Me and My Mind,2019,Documentary,7.7,164,1262.8
tt10026686,movie,Piedone nyomában,2018,Documentary,7.7,48,369.6
tt10026730,movie,Eleições,2019,Documentary,7.4,14,103.6
tt10027360,tvSeries,Diederik en Da Vinci,2019,Biography,8.4,5,42
tt10027572,tvSeries,Guds bedste børn,2019,Documentary,8.2,12,98.4
tt10027696,movie,Patterns of Evidence: Moses Controversy,2019,Documentary,6.6,68,448.8
tt10027946,tvSeries,Otto no chinpo ga hairanai,2019,"Drama,Romance",6.7,472,3162.4
tt10028418,tvSeries,Moonshiners: Whiskey Business,2019,Reality-TV,6.2,9,55.8
tt10029182,movie,"Incels, a Documentary",2019,Documentary,5.2,6,31.2
tt10031942,tvSeries,IMDb's Cast Connections,2019,Documentary,8.3,11,91.3
tt10033858,tvSeries,Sahaya,2019,Drama,8.4,5,42
tt10033908,movie,Lucky One,2019,Drama,5.8,15,87
tt10034236,movie,Super Sketch,2018,Thriller,7.6,19,144.4
tt10034272,movie,Mukherjee Dar Bou,2019,"Drama,Family",7.9,309,2441.1
tt10035012,movie,Curses,2019,Horror,5,11,55
tt10035750,tvSeries,60 Days on the Streets,2019,Documentary,7.8,49,382.2
tt10035998,tvSeries,Warigami,2019,"Action,Comedy",7.3,78,569.4
tt10036104,tvSeries,Cursed Films,2020,"Documentary,Horror",7.2,306,2203.2
tt10036378,movie,Canova,2019,Documentary,7.2,5,36
tt10036682,tvSeries,Fire Masters,2019,Reality-TV,5.2,24,124.8
tt10036872,tvSeries,Viss pa jaunam,2019,Drama,5.6,7,39.2
tt10037034,tvSeries,Gentefied,2020,Comedy,7.3,1198,8745.4
tt10037542,movie,When I Last Saw Jesse,2019,Documentary,6.4,10,64
tt10037700,movie,Precure Miracle Universe Movie,2019,"Adventure,Animation,Family",8.8,98,862.4
tt10037872,movie,Matoma: One in a Million,2018,"Documentary,Music",5.4,5,27
tt10038028,movie,The Struggle,2019,Action,2.1,38,79.8
tt10038600,tvSeries,Press Your Luck,2019,Game-Show,6.1,131,799.1
tt10038720,tvSeries,Big Texas Fix,2019,Reality-TV,8.2,19,155.8
tt10038734,movie,My Silent Lips,2019,Horror,3.6,5,18
tt10038828,tvSeries,The Read with Kid Fury and Crissle West,2019,Talk-Show,5.8,5,29
tt10039344,movie,Countdown,2019,"Horror,Thriller",5.4,17181,92777.4
tt10039354,movie,LasseMajas detektivbyrå - Tågrånarens hemlighet,2020,"Adventure,Family",6.3,46,289.8
tt10039468,movie,My Stupid Boss 2,2019,"Adventure,Comedy",6.6,249,1643.4
tt10039524,movie,Luxor,2020,"Drama,Romance",7.3,11,80.3
tt10040356,tvSeries,Russell Howard & Mum: Globetrotters,2019,Comedy,7.2,13,93.6
tt10041438,movie,My Name Is Violeta,2019,Documentary,6.2,19,117.8
tt10041952,movie,Winter Journey,2019,Documentary,8.3,6,49.8
tt10042058,tvSeries,Fittrat,2019,"Drama,Romance",8.7,1800,15660
tt10042110,tvSeries,BOSS: Baap of Special Services,2019,Action,8.1,1906,15438.6
tt10042186,tvSeries,Booo: Sabki Phategi,2019,"Comedy,Horror",7,1881,13167
tt10042222,tvSeries,Virgin Bhasskar,2019,Comedy,6.4,177,1132.8
tt10042548,tvSeries,Neurotica.,2019,Sci-Fi,7.6,27,205.2
tt10043732,movie,Oblepikhovoe leto,2018,"Biography,Drama",6.3,14,88.2
tt10043990,movie,Lo peor de los deseos,2018,Thriller,6.8,6,40.8
tt10044000,movie,Snow to Sand,2019,Documentary,5.9,24,141.6
tt10044182,movie,Block Z,2020,"Action,Horror,Thriller",6.4,62,396.8
tt10044220,movie,Zagreb Equinox,2019,Comedy,8.2,190,1558
tt10044646,tvSeries,Executed with Deborah Norville,2019,Crime,8.8,5,44
tt10044704,movie,Between Maybes,2019,"Drama,Romance",6.1,53,323.3
tt10044772,tvSeries,Joshi Kausei,2019,"Animation,Comedy",5,48,240
tt10044800,tvSeries,Coldd Lassi Aur Chicken Masala,2019,Romance,8.3,1889,15678.7
tt10044934,movie,Bumi Itu Bulat,2019,Drama,5.5,6,33
tt10044952,tvSeries,You vs. Wild,2019,"Adventure,Reality-TV",6.7,1813,12147.1
tt10045014,movie,Rangu,2018,Action,4.6,10,46
tt10045072,movie,Billich: Beyond The Canvas,2019,Documentary,5.8,109,632.2
tt10045136,movie,War of Art,2019,Documentary,7.5,55,412.5
tt10045256,tvSeries,Hum Tum and Them,2019,Drama,8.3,463,3842.9
tt10045434,movie,The Door,2019,"Comedy,Drama",6.7,222,1487.4
tt10045490,tvSeries,Medically Yourrs,2019,Drama,8.8,1719,15127.2
tt10046208,movie,La vida en común,2019,"Drama,Mystery",6.7,18,120.6
tt10046236,movie,Alem-i Cin 2,2019,Horror,5,369,1845
tt10046522,movie,Sinner,2019,"Comedy,Drama",8.6,5,43
tt10046694,movie,Fabulous,2019,Comedy,7.2,48,345.6
tt10048376,movie,Ya podaryu tebe pobedu,2019,Drama,5.5,6,33
tt10048556,movie,Staged Killer,2019,Thriller,3.3,205,676.5
tt10048660,tvSeries,Sweet Combat,2018,"Comedy,Drama,Romance",7.1,52,369.2
tt10049022,tvSeries,Flunked,2019,Comedy,4.5,8,36
tt10049110,movie,Die Wiese,2019,Documentary,7.6,40,304
tt10049238,movie,Joan Miró: The Inner Fire,2018,Documentary,7.5,11,82.5
tt10049262,movie,James & Pat & Dave,2020,"Comedy,Romance",7.1,22,156.2
tt10049420,tvSeries,And Live,2019,"Drama,Romance",5.6,23,128.8
tt10049610,tvSeries,Followers,2020,Drama,6.1,193,1177.3
tt10049848,movie,Once Upon a Time in Deadwood,2019,Western,2.8,151,422.8
tt10050274,movie,Mystified,2019,"Adventure,Fantasy",6.5,11,71.5
tt10050374,tvSeries,The Toe Bro,2019,"Documentary,Reality-TV",7.9,42,331.8
tt10050560,tvSeries,Jeevlaga,2019,Drama,8.1,8,64.8
tt10050608,movie,Drama,2019,Drama,7.3,6,43.8
